,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Year,Month,PV,Day_Perc_Change,Trend
370,HINDUNILVR,EQ,2018-11-09,1643.85,1650.0,1680.0,1638.3,1670.15,1672.6,1666.33,1125863,1876059258.45,72263,694611,61.7,2018,11,1883118453.8,1.7489430300818176,Positive
371,HINDUNILVR,EQ,2018-11-12,1672.6,1672.0,1681.95,1649.2,1656.0,1654.3,1667.56,805817,1343744419.75,45310,444458,55.16,2018,11,1333063063.1,-1.094104986248956,Negative
372,HINDUNILVR,EQ,2018-11-13,1654.3,1644.1,1678.6,1636.55,1669.55,1671.1,1659.66,673435,1117673070.1,40139,211256,31.37,2018,11,1125377228.5,1.0155352717161392,Positive
373,HINDUNILVR,EQ,2018-11-14,1671.1,1672.0,1739.5,1668.05,1706.0,1715.5,1717.8,1780843,3059138070.15,75850,654948,36.78,2018,11,3055036166.5,2.6569325593920334,Positive
374,HINDUNILVR,EQ,2018-11-15,1715.5,1717.75,1728.4,1696.65,1700.95,1706.05,1710.7,997169,1705857384.05,56084,464790,46.61,2018,11,1701220172.45,-0.5508598076362614,Slight Negative
375,HINDUNILVR,EQ,2018-11-16,1706.05,1704.9,1718.0,1683.3,1693.0,1689.1,1695.82,1071547,1817152289.35,53532,684917,63.92,2018,11,1809950037.6999998,-0.9935230503209214,Slight Negative
376,HINDUNILVR,EQ,2018-11-19,1689.1,1693.3,1707.0,1677.0,1705.1,1701.4,1693.34,910054,1541032367.35,44237,490516,53.9,2018,11,1548365875.6000001,0.7281984488781035,Slight Positive
377,HINDUNILVR,EQ,2018-11-20,1701.4,1701.0,1709.9,1685.05,1695.0,1694.0,1699.17,740827,1258793985.85,51883,324482,43.8,2018,11,1254960938.0,-0.43493593511226836,Slight or No Change
378,HINDUNILVR,EQ,2018-11-21,1694.0,1690.05,1706.0,1678.7,1692.9,1689.95,1690.74,932133,1575992049.15,34918,480574,51.56,2018,11,1575258163.3500001,-0.23907910271546706,Slight or No Change
379,HINDUNILVR,EQ,2018-11-22,1689.95,1692.9,1703.7,1663.0,1675.0,1675.1,1683.93,808599,1361624987.2,37443,305930,37.83,2018,11,1354484184.8999999,-0.8787242226101499,Slight Negative
380,HINDUNILVR,EQ,2018-11-26,1675.1,1678.1,1750.0,1678.1,1740.0,1744.0,1727.56,2314140,3997809237.6,85891,737424,31.87,2018,11,4035860160.0,4.113187272401664,Among Top Gainers
381,HINDUNILVR,EQ,2018-11-27,1744.0,1738.9,1741.5,1709.25,1730.8,1733.3,1725.98,1592918,2749346055.4,90395,910042,57.13,2018,11,2761004769.4,-0.6135321100917412,Slight Negative
382,HINDUNILVR,EQ,2018-11-28,1733.3,1731.0,1748.0,1716.75,1737.45,1732.2,1732.38,1205956,2089176907.65,55112,629162,52.17,2018,11,2088956983.2,-0.06346275889920205,Slight or No Change
383,HINDUNILVR,EQ,2018-11-29,1732.2,1745.9,1780.0,1737.5,1774.45,1768.5,1763.68,1936534,3415426622.55,79305,937875,48.43,2018,11,3424760379.0,2.095600969864919,Positive
384,HINDUNILVR,EQ,2018-11-30,1768.5,1770.95,1798.3,1742.25,1774.3,1754.0,1763.32,2373749,4185668861.55,84072,1335813,56.27,2018,11,4163555746.0,-0.8199038733389896,Slight Negative
385,HINDUNILVR,EQ,2018-12-03,1754.0,1769.5,1838.3,1748.05,1836.0,1825.6,1794.19,4310053,7733058276.9,137726,1486187,34.48,2018,12,7868432756.799999,4.082098061573536,Among Top Gainers
386,HINDUNILVR,EQ,2018-12-04,1825.6,1835.0,1848.95,1801.0,1811.0,1807.65,1817.21,3155914,5734950766.85,133167,1397705,44.29,2018,12,5704787942.1,-0.9832383873794814,Slight Negative
387,HINDUNILVR,EQ,2018-12-05,1807.65,1803.0,1854.8,1788.0,1852.0,1848.1,1826.46,2847336,5200551572.95,109627,973401,34.19,2018,12,5262161661.599999,2.237711946449794,Positive
388,HINDUNILVR,EQ,2018-12-06,1848.1,1840.0,1847.0,1797.65,1799.0,1801.5,1815.81,2399579,4357185526.7,144275,1009472,42.07,2018,12,4322841568.5,-2.5215085763757306,Negative
389,HINDUNILVR,EQ,2018-12-07,1801.5,1801.3,1832.75,1792.1,1825.15,1824.3,1811.81,1774240,3214584334.2,74960,783922,44.18,2018,12,3236746032.0,1.2656119900083196,Positive
390,HINDUNILVR,EQ,2018-12-10,1824.3,1796.8,1815.0,1790.0,1800.0,1795.8,1802.24,1216028,2191574721.75,72293,548580,45.11,2018,12,2183743082.4,-1.562243052129586,Negative
391,HINDUNILVR,EQ,2018-12-11,1795.8,1781.0,1819.9,1770.1,1795.7,1794.9,1795.87,2237806,4018805765.6,122001,1239189,55.38,2018,12,4016637989.4,-0.0501169395255574,Slight or No Change
392,HINDUNILVR,EQ,2018-12-12,1794.9,1796.0,1845.05,1795.95,1838.15,1839.1,1826.8,1449484,2647920690.5,68923,653738,45.1,2018,12,2665746024.4,2.462532731628486,Positive
393,HINDUNILVR,EQ,2018-12-13,1839.1,1848.0,1867.45,1837.05,1852.05,1855.55,1853.19,1586900,2940819581.0,104574,758442,47.79,2018,12,2944572295.0,0.8944592463705048,Slight Positive
394,HINDUNILVR,EQ,2018-12-14,1855.55,1837.0,1865.85,1832.75,1860.55,1860.55,1852.52,1573884,2915656040.0,84581,759032,48.23,2018,12,2928289876.2,0.2694618846164287,Slight or No Change
395,HINDUNILVR,EQ,2018-12-17,1860.55,1865.0,1869.5,1845.05,1850.75,1850.7,1855.7,1179613,2189010587.15,50816,475479,40.31,2018,12,2183109779.1,-0.5294133455161054,Slight Negative
396,HINDUNILVR,EQ,2018-12-18,1850.7,1848.9,1848.9,1833.0,1844.0,1840.75,1839.35,1521255,2798114681.9,58549,1040031,68.37,2018,12,2800250141.25,-0.5376344086021501,Slight Negative
397,HINDUNILVR,EQ,2018-12-19,1840.75,1849.95,1858.0,1842.0,1845.0,1844.8,1848.62,1687085,3118785203.6,89407,1324512,78.51,2018,12,3112334408.0,0.22001901398887025,Slight or No Change
398,HINDUNILVR,EQ,2018-12-20,1844.8,1839.0,1854.9,1821.0,1833.0,1834.25,1839.16,1500656,2759945725.9,84823,898964,59.9,2018,12,2752578268.0,-0.5718777103209005,Slight Negative
399,HINDUNILVR,EQ,2018-12-21,1834.25,1833.0,1842.6,1800.0,1810.0,1803.5,1816.56,1439522,2614985011.9,85704,946603,65.76,2018,12,2596177927.0,-1.6764345100177214,Negative
400,HINDUNILVR,EQ,2018-12-24,1803.5,1814.0,1814.0,1777.55,1788.0,1784.65,1797.63,1023418,1839728513.15,46050,376414,36.78,2018,12,1826442933.7,-1.0451899085112237,Negative
401,HINDUNILVR,EQ,2018-12-26,1784.65,1760.0,1798.65,1741.25,1790.0,1791.6,1772.77,2212019,3921411644.1,71897,642553,29.05,2018,12,3963053240.3999996,0.3894321015325053,Slight or No Change
402,HINDUNILVR,EQ,2018-12-27,1791.6,1802.7,1823.0,1793.15,1816.0,1814.9,1807.59,1516851,2741845054.3,60445,801536,52.84,2018,12,2752932879.9,1.3005135074793506,Positive
403,HINDUNILVR,EQ,2018-12-28,1814.9,1817.9,1834.9,1815.7,1820.0,1822.05,1826.37,963189,1759135560.45,46234,459688,47.73,2018,12,1754978517.45,0.39396109978511173,Slight or No Change
404,HINDUNILVR,EQ,2018-12-31,1822.05,1830.0,1836.9,1811.25,1817.9,1819.65,1820.78,757071,1378463008.35,29700,412583,54.5,2018,12,1377604245.15,-0.13171976619740233,Slight or No Change
405,HINDUNILVR,EQ,2019-01-01,1819.65,1824.8,1824.8,1798.35,1799.0,1801.1,1804.57,807345,1456911127.7,23385,438072,54.26,2019,1,1454109079.5,-1.019426812848634,Negative
406,HINDUNILVR,EQ,2019-01-02,1801.1,1792.4,1808.85,1771.3,1781.0,1784.6,1786.89,1598707,2856718978.55,58293,993011,62.11,2019,1,2853052512.2,-0.9161068236077985,Slight Negative
407,HINDUNILVR,EQ,2019-01-03,1784.6,1782.6,1803.45,1782.6,1785.0,1788.4,1792.38,1182624,2119709407.95,60197,680871,57.57,2019,1,2115004761.6000001,0.21293287011094897,Slight or No Change
408,HINDUNILVR,EQ,2019-01-04,1788.4,1798.9,1802.0,1772.15,1780.0,1781.7,1784.94,1454134,2595536562.0,79115,862409,59.31,2019,1,2590830547.8,-0.37463654663386636,Slight or No Change
409,HINDUNILVR,EQ,2019-01-07,1781.7,1791.5,1804.0,1782.45,1784.0,1784.95,1790.16,909032,1627311434.2,30753,611874,67.31,2019,1,1622576668.4,0.18241005780996744,Slight or No Change
410,HINDUNILVR,EQ,2019-01-08,1784.95,1792.0,1793.5,1761.1,1769.95,1770.85,1773.74,1262707,2239711344.45,57180,804480,63.71,2019,1,2236064690.95,-0.7899380935040279,Slight Negative
411,HINDUNILVR,EQ,2019-01-09,1770.85,1777.5,1797.0,1773.4,1786.0,1785.0,1785.48,1324628,2365099189.6,72737,778203,58.75,2019,1,2364460980.0,0.7990513030465607,Slight Positive
412,HINDUNILVR,EQ,2019-01-10,1785.0,1785.0,1799.1,1779.0,1786.0,1786.2,1787.93,1313981,2349309256.2,56693,892823,67.95,2019,1,2347032862.2000003,0.06722689075631116,Slight or No Change
413,HINDUNILVR,EQ,2019-01-11,1786.2,1795.0,1795.4,1758.55,1770.0,1769.4,1773.87,1113837,1975803617.2,52486,649663,58.33,2019,1,1970823187.8000002,-0.9405441719852137,Slight Negative
414,HINDUNILVR,EQ,2019-01-14,1769.4,1771.0,1780.75,1760.1,1766.0,1763.9,1766.64,1018068,1798561084.2,36672,675559,66.36,2019,1,1795770145.2,-0.3108398327116513,Slight or No Change
415,HINDUNILVR,EQ,2019-01-15,1763.9,1767.4,1793.4,1767.4,1786.55,1789.85,1780.97,1614600,2875557581.75,56059,1231103,76.25,2019,1,2889891810.0,1.4711718351380298,Positive
416,HINDUNILVR,EQ,2019-01-16,1789.85,1790.0,1794.8,1766.8,1771.65,1772.55,1774.6,2054033,3645095839.05,53605,1545518,75.24,2019,1,3640876194.15,-0.966561443696401,Slight Negative
417,HINDUNILVR,EQ,2019-01-17,1772.55,1776.9,1779.25,1742.5,1750.0,1751.5,1760.88,1941204,3418235345.45,80743,895796,46.15,2019,1,3400018806.0,-1.1875546529011904,Negative
418,HINDUNILVR,EQ,2019-01-18,1751.5,1750.0,1768.85,1727.3,1746.4,1744.1,1746.76,3234056,5649114893.35,119528,1229772,38.03,2019,1,5640517069.599999,-0.422495004282053,Slight or No Change
419,HINDUNILVR,EQ,2019-01-21,1744.1,1749.0,1758.0,1736.05,1745.85,1746.9,1747.7,1628067,2845378288.5,65165,1057378,64.95,2019,1,2844070242.3,0.1605412533685069,Slight or No Change
420,HINDUNILVR,EQ,2019-01-22,1746.9,1746.0,1755.0,1741.25,1751.0,1750.2,1749.37,1776472,3107698997.0,87250,1227583,69.1,2019,1,3109181294.4,0.18890606216726002,Slight or No Change
421,HINDUNILVR,EQ,2019-01-23,1750.2,1752.0,1784.05,1749.4,1760.55,1767.2,1774.32,2321782,4119584551.2,59649,1249936,53.84,2019,1,4103053150.4,0.9713175637070082,Slight Positive
422,HINDUNILVR,EQ,2019-01-24,1767.2,1766.8,1784.05,1756.7,1759.0,1759.5,1763.94,1350870,2382854580.75,62636,925006,68.47,2019,1,2376855765.0,-0.43571751923947577,Slight or No Change
423,HINDUNILVR,EQ,2019-01-25,1759.5,1762.0,1778.75,1750.0,1755.0,1756.8,1763.2,1131790,1995570636.6,76957,660207,58.33,2019,1,1988328672.0,-0.1534526854219953,Slight or No Change
424,HINDUNILVR,EQ,2019-01-28,1756.8,1758.9,1771.55,1740.15,1746.0,1743.0,1751.66,1289774,2259249716.85,75400,942979,73.11,2019,1,2248076082.0,-0.785519125683054,Slight Negative
425,HINDUNILVR,EQ,2019-01-29,1743.0,1745.0,1763.85,1726.1,1758.0,1756.7,1750.93,1319822,2310911235.4,55006,905273,68.59,2019,1,2318531307.4,0.7860011474469353,Slight Positive
426,HINDUNILVR,EQ,2019-01-30,1756.7,1760.0,1760.75,1728.1,1729.0,1733.35,1740.74,1259978,2193294539.3,93638,785972,62.38,2019,1,2183982866.2999997,-1.329196789434739,Negative
427,HINDUNILVR,EQ,2019-01-31,1733.35,1735.9,1774.9,1735.25,1757.15,1763.25,1764.22,1880257,3317179921.7,69687,1166486,62.04,2019,1,3315363155.25,1.7249834136210174,Positive
428,HINDUNILVR,EQ,2019-02-01,1763.25,1763.25,1832.5,1761.45,1799.9,1799.3,1802.24,2342251,4221289201.0,99426,1205126,51.45,2019,2,4214412224.2999997,2.0445200623848026,Positive
429,HINDUNILVR,EQ,2019-02-04,1799.3,1799.9,1823.0,1794.7,1802.65,1802.6,1807.77,1116390,2018179454.75,59891,492621,44.13,2019,2,2012404614.0,0.18340465736674805,Slight or No Change
430,HINDUNILVR,EQ,2019-02-05,1802.6,1805.0,1834.95,1804.95,1817.35,1821.45,1825.73,1278708,2334579666.6,72753,698355,54.61,2019,2,2329102686.6,1.0457117496948998,Positive
431,HINDUNILVR,EQ,2019-02-06,1821.45,1828.4,1836.45,1820.0,1830.0,1829.95,1830.56,859789,1573896138.2,46763,508938,59.19,2019,2,1573370880.55,0.4666611765351769,Slight or No Change
432,HINDUNILVR,EQ,2019-02-07,1829.95,1834.0,1845.0,1828.35,1837.65,1839.05,1839.14,927434,1705677898.05,59806,523368,56.43,2019,2,1705597497.7,0.4972813464848791,Slight or No Change
433,HINDUNILVR,EQ,2019-02-08,1839.05,1839.1,1847.0,1811.0,1815.0,1817.3,1827.11,1222765,2234122584.55,61098,862722,70.56,2019,2,2222130834.5,-1.1826758380685698,Negative
434,HINDUNILVR,EQ,2019-02-11,1817.3,1811.05,1815.4,1795.75,1812.5,1804.8,1804.64,797453,1439115107.0,65801,493336,61.86,2019,2,1439243174.3999999,-0.6878335992956619,Slight Negative
435,HINDUNILVR,EQ,2019-02-12,1804.8,1810.0,1812.0,1789.0,1793.0,1794.5,1796.79,990035,1778882803.75,65893,610526,61.67,2019,2,1776617807.5,-0.5707003546099321,Slight Negative
436,HINDUNILVR,EQ,2019-02-13,1794.5,1800.0,1814.9,1791.6,1793.4,1798.95,1803.74,1227463,2214018893.15,79931,723389,58.93,2019,2,2208144563.85,0.2479799387015813,Slight or No Change
437,HINDUNILVR,EQ,2019-02-14,1798.95,1796.0,1798.5,1777.0,1782.35,1785.05,1786.78,1341658,2397249318.6,68692,797555,59.45,2019,2,2394926612.9,-0.7726729481086214,Slight Negative
438,HINDUNILVR,EQ,2019-02-15,1785.05,1790.0,1790.0,1747.5,1773.0,1772.8,1765.01,1177218,2077805146.0,63074,629801,53.5,2019,2,2086972070.3999999,-0.6862552869667526,Slight Negative
439,HINDUNILVR,EQ,2019-02-18,1772.8,1775.1,1775.1,1735.0,1753.0,1751.9,1746.17,1513430,2642700487.45,68178,960848,63.49,2019,2,2651378017.0,-1.178925992779778,Negative
440,HINDUNILVR,EQ,2019-02-19,1751.9,1750.0,1759.6,1730.45,1740.7,1737.95,1741.74,1598381,2783957888.8,69502,963881,60.3,2019,2,2777906258.9500003,-0.7962783263884998,Slight Negative
441,HINDUNILVR,EQ,2019-02-20,1737.95,1742.7,1745.95,1722.0,1736.0,1733.5,1731.28,1430235,2476135669.15,93932,929685,65.0,2019,2,2479312372.5,-0.2560487931183353,Slight or No Change
442,HINDUNILVR,EQ,2019-02-21,1733.5,1737.0,1758.0,1736.35,1753.8,1754.7,1750.18,1225418,2144698391.35,88905,778410,63.52,2019,2,2150240964.6,1.222959330833584,Positive
443,HINDUNILVR,EQ,2019-02-22,1754.7,1760.0,1773.0,1751.95,1767.65,1768.55,1765.88,1360163,2401890279.2,59415,977598,71.87,2019,2,2405516273.65,0.7893087137402333,Slight Positive
444,HINDUNILVR,EQ,2019-02-25,1768.55,1772.0,1775.8,1759.0,1772.0,1770.15,1767.01,1490746,2634161620.65,85731,1067441,71.6,2019,2,2638844031.9,0.09046959373499863,Slight or No Change
445,HINDUNILVR,EQ,2019-02-26,1770.15,1763.4,1785.9,1762.0,1768.9,1772.25,1776.55,2190515,3891559939.65,98700,1570684,71.7,2019,2,3882140208.75,0.11863401406659868,Slight or No Change
446,HINDUNILVR,EQ,2019-02-27,1772.25,1779.0,1779.0,1728.55,1735.5,1736.5,1745.45,1491740,2603752524.0,99084,830574,55.68,2019,2,2590406510.0,-2.0172097616024787,Negative
447,HINDUNILVR,EQ,2019-02-28,1736.5,1749.0,1756.65,1727.6,1732.3,1732.65,1739.45,1895136,3296500396.9,94965,1257714,66.37,2019,2,3283607390.4,-0.22171033688452857,Slight or No Change
448,HINDUNILVR,EQ,2019-03-01,1732.65,1735.0,1749.0,1731.05,1735.0,1734.65,1739.39,761115,1323878629.6,59544,488995,64.25,2019,3,1320268134.75,0.11543012149020093,Slight or No Change
449,HINDUNILVR,EQ,2019-03-05,1734.65,1739.8,1739.8,1717.5,1725.0,1724.6,1724.93,1406843,2426703625.95,116686,853009,60.63,2019,3,2426241437.7999997,-0.5793675957686095,Slight Negative
450,HINDUNILVR,EQ,2019-03-06,1724.6,1726.1,1730.0,1697.95,1700.0,1699.8,1707.44,2193045,3744496305.55,108551,1573909,71.77,2019,3,3727737891.0,-1.4380146120839599,Negative
451,HINDUNILVR,EQ,2019-03-07,1699.8,1706.35,1720.0,1699.8,1707.35,1705.4,1708.79,1566441,2676722914.55,79955,906201,57.85,2019,3,2671408481.4,0.3294505235910128,Slight or No Change
452,HINDUNILVR,EQ,2019-03-08,1705.4,1706.0,1718.0,1695.1,1701.8,1701.6,1702.7,1419614,2417176480.1,50981,838206,59.04,2019,3,2415615182.4,-0.22282162542512918,Slight or No Change
453,HINDUNILVR,EQ,2019-03-11,1701.6,1708.75,1726.0,1703.0,1717.0,1714.95,1716.43,1427771,2450671779.85,62445,937086,65.63,2019,3,2448555876.4500003,0.7845557122708069,Slight Positive
454,HINDUNILVR,EQ,2019-03-12,1714.95,1718.9,1739.0,1718.8,1736.0,1734.8,1734.4,1861116,3227927396.95,86794,1306720,70.21,2019,3,3228664036.7999997,1.1574681477594106,Positive
455,HINDUNILVR,EQ,2019-03-13,1734.8,1749.0,1755.5,1741.1,1748.5,1747.6,1747.33,1744331,3047928323.8,86427,1126260,64.57,2019,3,3048392855.6,0.7378372146645162,Slight Positive
456,HINDUNILVR,EQ,2019-03-14,1747.6,1750.75,1751.7,1730.2,1738.0,1737.3,1736.25,867427,1506070230.0,73209,578365,66.68,2019,3,1506980927.1,-0.5893797207598972,Slight Negative
457,HINDUNILVR,EQ,2019-03-15,1737.3,1745.0,1746.5,1694.45,1701.0,1698.4,1702.04,3571762,6079288149.8,128175,2297393,64.32,2019,3,6066280580.8,-2.2391066597593934,Negative
458,HINDUNILVR,EQ,2019-03-18,1698.4,1710.0,1710.95,1686.9,1697.0,1697.55,1698.64,1621113,2753679358.95,62545,760107,46.89,2019,3,2751920373.15,-0.05004710315591465,Slight or No Change
459,HINDUNILVR,EQ,2019-03-19,1697.55,1697.6,1709.4,1688.2,1701.0,1699.65,1698.3,1456211,2473089662.45,75420,952246,65.39,2019,3,2475049026.15,0.12370769638596624,Slight or No Change
460,HINDUNILVR,EQ,2019-03-20,1699.65,1705.0,1716.5,1683.45,1685.05,1687.55,1702.74,2312268,3937180157.8,87548,1583603,68.49,2019,3,3902067863.4,-0.7119112758509183,Slight Negative
461,HINDUNILVR,EQ,2019-03-22,1687.55,1687.55,1703.85,1673.7,1677.5,1678.05,1685.25,1636228,2757456874.7,69901,786092,48.04,2019,3,2745672395.4,-0.5629462830730958,Slight Negative
462,HINDUNILVR,EQ,2019-03-25,1678.05,1674.0,1687.5,1660.0,1676.0,1673.85,1674.08,2039945,3415026503.65,53113,1327607,65.08,2019,3,3414561938.25,-0.2502905157772406,Slight or No Change
463,HINDUNILVR,EQ,2019-03-26,1673.85,1679.9,1691.55,1674.0,1684.0,1683.8,1683.21,1452899,2445541295.55,56242,784693,54.01,2019,3,2446391336.2,0.5944379723392235,Slight Positive
464,HINDUNILVR,EQ,2019-03-27,1683.8,1684.0,1707.8,1675.0,1676.0,1680.8,1693.98,1520533,2575753464.15,60863,709104,46.64,2019,3,2555711866.4,-0.17816842855445936,Slight or No Change
465,HINDUNILVR,EQ,2019-03-28,1680.8,1685.0,1692.0,1673.4,1689.85,1683.9,1681.5,1852958,3115749382.3,60847,1266445,68.35,2019,3,3120195976.2000003,0.18443598286530527,Slight or No Change
466,HINDUNILVR,EQ,2019-03-29,1683.9,1695.3,1712.85,1691.9,1706.5,1706.8,1706.33,2348874,4007948160.0,101910,1640895,69.86,2019,3,4009058143.2,1.3599382386127346,Positive
467,HINDUNILVR,EQ,2019-04-01,1706.8,1710.0,1721.35,1686.0,1690.0,1690.0,1702.01,1283162,2183957654.5,84799,633302,49.35,2019,4,2168543780.0,-0.984298101710801,Slight Negative
468,HINDUNILVR,EQ,2019-04-02,1690.0,1693.15,1697.0,1680.1,1682.0,1687.15,1687.2,1227869,2071666085.85,49263,679972,55.38,2019,4,2071599183.3500001,-0.16863905325443795,Slight or No Change
469,HINDUNILVR,EQ,2019-04-03,1687.15,1682.0,1686.6,1668.65,1671.1,1670.8,1677.49,1233102,2068511885.3,66579,609761,49.45,2019,4,2060266821.6,-0.9690898853095486,Slight Negative
470,HINDUNILVR,EQ,2019-04-04,1670.8,1668.0,1686.6,1658.0,1666.5,1666.55,1671.46,1212398,2026476312.45,44295,697667,57.54,2019,4,2020521886.8999999,-0.25436916447211244,Slight or No Change
471,HINDUNILVR,EQ,2019-04-05,1666.55,1670.0,1671.5,1650.0,1662.55,1659.1,1656.32,1468074,2431599475.75,54773,894132,60.91,2019,4,2435681573.4,-0.44703129219045845,Slight or No Change
472,HINDUNILVR,EQ,2019-04-08,1659.1,1664.9,1679.75,1656.9,1661.5,1664.9,1669.4,1647502,2750337160.8,72607,825191,50.09,2019,4,2742926079.8,0.3495871255499994,Slight or No Change
473,HINDUNILVR,EQ,2019-04-09,1664.9,1668.8,1683.9,1662.25,1681.0,1680.5,1673.99,1232434,2063084913.35,69034,903085,73.28,2019,4,2071105337.0,0.9369932128055591,Slight Positive
474,HINDUNILVR,EQ,2019-04-10,1680.5,1684.7,1704.65,1675.0,1699.0,1694.15,1694.92,1720236,2915666406.45,79919,996212,57.91,2019,4,2914337819.4,0.8122582564712877,Slight Positive
475,HINDUNILVR,EQ,2019-04-11,1694.15,1703.0,1716.5,1698.05,1712.0,1710.4,1710.78,2026954,3467671525.7,95478,1275040,62.9,2019,4,3466902121.6000004,0.9591830711566329,Slight Positive
476,HINDUNILVR,EQ,2019-04-12,1710.4,1716.4,1724.7,1710.2,1720.4,1721.65,1718.84,1437818,2471385268.95,70567,847460,58.94,2019,4,2475419359.7000003,0.6577408793264627,Slight Positive
477,HINDUNILVR,EQ,2019-04-15,1721.65,1725.0,1731.2,1713.1,1722.7,1722.05,1722.9,1035378,1783848580.9,47784,671125,64.82,2019,4,1782972684.8999999,0.02323352597797257,Slight or No Change
478,HINDUNILVR,EQ,2019-04-16,1722.05,1726.0,1742.0,1716.15,1739.75,1738.55,1736.15,1625738,2822532135.9,92977,1167135,71.79,2019,4,2826426799.9,0.95816033216225,Slight Positive
479,HINDUNILVR,EQ,2019-04-18,1738.55,1738.55,1744.1,1729.25,1742.0,1739.9,1738.82,1475552,2565716224.9,63822,848085,57.48,2019,4,2567312924.8,0.07765091599321039,Slight or No Change
480,HINDUNILVR,EQ,2019-04-22,1739.9,1740.0,1745.0,1730.1,1738.8,1739.85,1738.7,717781,1248006649.35,43298,450495,62.76,2019,4,1248831272.85,-0.002873728375207829,Slight or No Change
481,HINDUNILVR,EQ,2019-04-23,1739.85,1742.0,1748.0,1733.1,1744.6,1744.2,1742.1,802947,1398817909.05,37702,460369,57.33,2019,4,1400500157.4,0.25002155358220257,Slight or No Change
482,HINDUNILVR,EQ,2019-04-24,1744.2,1744.6,1755.0,1735.0,1754.9,1752.6,1742.32,1169461,2037578627.5,53246,888932,76.01,2019,4,2049597348.6,0.4815961472308228,Slight or No Change
483,HINDUNILVR,EQ,2019-04-25,1752.6,1756.0,1762.6,1727.2,1737.15,1734.2,1743.94,1704890,2973226773.4,60998,1312480,76.98,2019,4,2956620238.0,-1.049868766404194,Negative
484,HINDUNILVR,EQ,2019-04-26,1734.2,1738.0,1750.8,1726.15,1747.05,1747.35,1738.85,772993,1344120329.25,37521,470100,60.82,2019,4,1350689318.55,0.7582747087994335,Slight Positive
485,HINDUNILVR,EQ,2019-04-30,1747.35,1750.0,1762.0,1744.95,1753.1,1757.7,1755.94,1171594,2057244808.85,60795,892038,76.14,2019,4,2059310773.8,0.5923255215039891,Slight Positive
486,HINDUNILVR,EQ,2019-05-02,1757.7,1756.5,1762.5,1720.25,1723.0,1723.55,1740.05,793819,1381286897.25,47311,486269,61.26,2019,5,1368186737.45,-1.9428798998691543,Negative
487,HINDUNILVR,EQ,2019-05-03,1723.55,1720.0,1727.0,1682.0,1690.65,1693.55,1698.94,1442888,2451375258.8,83786,614638,42.6,2019,5,2443602972.4,-1.7405935423979613,Negative
488,HINDUNILVR,EQ,2019-05-06,1693.55,1687.0,1687.0,1656.0,1668.1,1668.9,1666.58,2373878,3956259407.0,150408,1137685,47.93,2019,5,3961764994.2000003,-1.4555224233119723,Negative
489,HINDUNILVR,EQ,2019-05-07,1668.9,1678.8,1710.9,1672.5,1697.5,1697.5,1700.33,2212617,3762183398.3,83971,1248858,56.44,2019,5,3755917357.5,1.7137036371262404,Positive
490,HINDUNILVR,EQ,2019-05-08,1697.5,1697.5,1697.5,1675.0,1690.15,1688.7,1686.13,1243338,2096428105.7,105328,849935,68.36,2019,5,2099624880.6000001,-0.5184094256259208,Slight Negative
491,HINDUNILVR,EQ,2019-05-09,1688.7,1680.1,1713.0,1677.0,1702.45,1703.75,1695.24,1204995,2042756810.8,96629,821111,68.14,2019,5,2053010231.25,0.8912180967608263,Slight Positive
492,HINDUNILVR,EQ,2019-05-10,1703.75,1708.95,1709.0,1678.5,1686.0,1687.45,1694.39,1000696,1695567197.2,98364,581135,58.07,2019,5,1688624465.2,-0.956713132795306,Slight Negative
493,HINDUNILVR,EQ,2019-05-13,1687.45,1692.0,1717.0,1688.7,1699.1,1702.0,1705.6,1160287,1978984412.95,55814,653294,56.3,2019,5,1974808474.0,0.862247770304303,Slight Positive
